Identifiant Museofile,Region administrative,Departement,Commune,Nom officiel du musee,Adresse,Lieu,Code Postal,Telephone,Latitude,Longitude,REF_Deps
M0863,Provence-Alpes-Cote-d'Azur,Alpes-de-Haute-Provence,Sisteron,musee gallo-romain Sisteron,8 rue saunerie,,04200,04 92 61 58 40,"44,197595","5,944839",0420901
M0867,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Antibes,musee Picasso,Place Mariejol,Chateau Grimaldi,06600,04 92 90 54 28,"43,580973","7,127959",0600401
M0879,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Menton,musee Jean Cocteau,Quai Napoleon III,Le Bastion,06500,04 93 57 72 30,"43,774945","7,508676",0608304
M0881,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Nice,musee Massena,65 rue de France,Palais Massena,06000,04 93 91 19 10,"43,695672","7,259251",0608802
M0883,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Nice,musee archeologique de Cimiez,160 avenue des Arenes Cimiez,,06000,04 93 81 59 57,"43,719221","7,275115",0608805
M0885,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Nice,musee de paleontologie de Terra Amata,25 boulevard Carnot,,06300,04 93 55 59 93,"43,698046","7,288686",0608810
M0889,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Nice,musee departemental des arts asiatiques,405 promenade des Anglais,,06200,04 92 29 37 00,"43,678077","7,215461",0608816
M0893,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Villefranche-sur-Mer,musee d'art et d'histoire,La Citadelle,La Citadelle,06230,04 93 76 33 27,"43,701093","7,311425",0615901
M5028,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Biot,musee national Fernand Leger,Chemin du Val-de-Pome,,06410,04 92 91 50 30,"43,620705","7,112317",0601801
M5047,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Vallauris,musee national de Vallauris (la Guerre et la Paix de Picasso),Place de la Liberation,Chateau-Musee de Vallauris,06220,04 93 64 71 83,"43,579971","7,052887",0615502
M7050,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Nice,museum d'histoire naturelle,60 boulevard Risso,,06300,04 97 13 46 80,"43,701924","7,279572",0608806
M0873,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Cannes (Île Sainte-Marguerite),musee de la mer,Ile Sainte-Marguerite,Fort,06400,0493 68 20 87,"43,520419","7,044228",0602902
M0875,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Grasse,musee d'art et d'histoire de Provence,2 rue Mirabeau,,06130,04 93 36 80 20,"43,657615","6,922508",0606902
M0876,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Grasse,musee Fragonard,23 boulevard Fragonard,,06130,04 97 05 58 00,"43,656739","6,921091",0606901
M0878,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Menton,musee des beaux-arts,3 avenue de la Madone,Palais de Carnoles,06500,04 93 35 49 71,"43,766659","7,4884",0608305
M0884,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Nice,musee Matisse,164 avenue des Arenes de Cimiez,Villa des arenes,06000,04 93 53 40 53,"43,720041","7,276769",0608812
M0868,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Antibes,musee d'archeologie,Avenue Maiziere,Bastion Saint-Andre,06600,04 93 95 85 98,"43,576824","7,124074",0600402
M0877,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Grasse,musee international de la parfumerie,2 boulevard du Jeu de Ballon,,06130,04 97 05 58 00,"43,658385","6,922",0606903
M0882,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Nice,musee du vieux logis,59 avenue Saint Barthelemy,,06000,04 93 88 44 74,"43,740194","7,238038",0608809
M0887,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Nice,musee du palais Lascaris,15 rue Droite,,06300,04 93 62 72 40,"43,697686","7,27733",0608808
M0892,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Vallauris,musee Magnelli - musee de la ceramique,Place de la Liberation,Chateau-musee de Vallauris,06220,04 93 64 71 83,"43,579971","7,052887",0615501
M0869,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Biot,musee d'histoire locale,9 rue Saint-Sebastien,,06410,04 93 65 54 54,"43,627369","7,098469",0601802
M0872,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Cannes,musee de la Castre,Le Suquet,,06400,04 89 82 26 26,"43,551515","7,010034",0602901
M0874,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Menton,musee de prehistoire regionale,"20, rue Loredan-Larchey",,06500,04 93 35 84 64,"43,776334","7,503564",0608303
M0880,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Nice,musee des beaux-arts Jules Cheret,33 avenue des Baumettes,,06364,04 92 15 28 28,"43,694675625","7,2494704995",0608803
M0886,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Nice,musee d'art naïf Anatole Jakovsky,23 avenue de Fabron,Chateau Sainte-Helene,06200,04 93 71 78 33,"43,68784","7,231462",0608804
M0888,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Nice,musee d'art moderne et d'art contemporain,Place Yves Klein,,06364,04 97 13 42 01,"43,7017746526","7,2789842995",0608813
M0891,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Tende,musee des merveilles,Avenue du 16 septembre 1947,,06430,04 93 04 32 50,"44,088854","7,593216",0616301
M5027,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Nice,musee national du sport,Boulevard des jardiniers - Stade Allianz Riviera,,06200,04 89 22 44 00,"43,703829","7,191059",0608817
M5029,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Nice,musee national Message biblique Marc Chagall,Avenue du Docteur-Menard,,06000,04 93 53 87 20,"43,70922","7,2688",0608811
M0870,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Cagnes-sur-Mer,musee-chateau,"Place Grimaldi, Haut-de-Cagnes",Chateau,06800,04 92 02 47 30,"43,666892","7,145213",0602701
M0871,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Cagnes-sur-Mer,musee Renoir,Domaine des Collettes - 19 chemin des Collettes,Maison-Renoir,06800,04 93 20 61 07,"43,667649","7,156541",0602702
M0890,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Puget-Rostang,ecomusee de la Roudoule,Place des Tilleuls,,62060,04 93 05 13 25,"43,9742529736","6,9198411204",0609801
M1135,Provence-Alpes-Cote-d'Azur,Alpes-Maritimes,Le Cannet,musee Bonnard,16 boulevard Sadi Carnot,,06110,04 93 94 06 06 - 04 92 18 24 42 - 04 92 18 24 43,"43,576273","7,019853",0603001
M0902,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Arles,museon Arlaten,29 rue de la Republique,,13200,04 13 31 51 99,"43,54073","4,676089",1300404
M0904,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Cassis,musee municipal d'arts et traditions populaires,rue Xavier d'Authier,ancien presbytere,13260,04 42 18 36 78,"43,214464","5,540037",1302201
M0914,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Marseille,"musee des arts decoratifs, de la faïence et de la mode",143 avenue Clot-Bey,,13008,04 91 25 26 34,"43,258599","5,384175",1305503
M0916,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Marseille,musee des docks romains,28 Place Vivaux,,13002,04 91 91 24 62,"43,29647","5,367908",1305504
M0919,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Marseille,musee d'archeologie mediterraneenne,2 rue de La Charite,Centre de la Vieille Charite,13002,04 91 14 58 80,"43,300172","5,367602",1305507
M0896,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Aix-en-Provence,musee du pavillon de Vendome,34 rue Celony ou 13 rue de la Molle,,13100,04 42 91 88 75,"43,530846","5,439915",1300101
M0901,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Arles,musee de l'Arles antique,Presqu'île du cirque romain,Arles cedex,13635,04 13 31 51 03,"43,6727530636","4,6171758302",1300405
M0903,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Arles,musee camarguais,Parc naturel regional de Camargue,Mas du Pont de Rousty,13200,04 90 97 10 82,"43,67679","4,61542",1300402
M0906,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Istres,musee Rene Beaucaire,Metropole Aix Marseille Provence / Istres Ouest Provence,"Le Rouquier, Istres Cedex",13808,04 42 11 27 73,"43,5097998778","4,9911014111",1304701
M0909,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Les-Baux-de-Provence,musee-fondation Louis Jou,Grand-rue Frederic Mistral Le Village,Hotel Jean de Brion,13520,04 90 54 34 17,"43,744256","4,795333",1301104
M0910,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Les-Baux-de-Provence,musee d'histoire et d'archeologie des Baux-de-Provence,,Ilot Post Tenebras Lux,13520,04 90 54 55 56,"43,743732","4,794938",1301103
M0917,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Marseille,musee Grobet-Labadie,140 boulevard Lonchamp,,13001,04 91 62 21 82,"43,303412","5,392866",1320101
M0918,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Marseille,musee d'histoire de Marseille,"2, rue Henri Barbusse",,13001,04 91 55 36 00,"43,298168","5,374162",1305505
M0923,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Martigues,musee Ziem,"9, Boulevard du 14 juillet",,13500,04 42 41 39 60,"43,408336","5,054107",1305601
M0926,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Saint-Remy-de-Provence,musee des Alpilles Pierre de Brun,1 Place Favier,Place Favier,13210,04 90 92 68 24,"43,789218","4,831075",1310001
M0895,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Aix-en-Provence,musee de l'atelier de Paul Cezanne,9 avenue Paul Cezanne,,13090,04 42 21 06 53,"43,537816","5,446601",1300105
M0897,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Aix-en-Provence,musee des tapisseries,"28, place des Martyrs de la Resistance",Palais de l'Ancien Archevêche,13100,04 88 71 74 15,"43,531366","5,447546",1300103
M0900,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Arles,musee Reattu,10 rue du Grand Prieure,,13200,04 90 49 37 58,"43,679186","4,627903",1300403
M0905,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Fontvieille,musee Alphonse Daudet,avenue des Moulins,,13390,04 90 54 60 78,"43,380746","5,679968",1303801
M0908,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Lambesc,musee folklorique du vieux Lambesc,2 rue du Jas,,13410,04 42 57 03 01,"43,651927","5,261964",1305001
M0913,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Marseille,musee des beaux-arts,Musee des Beaux-Arts,Palais Longchamp,13233,04 91 14 59 30,"43,3047186379","5,3940414577",1320401
M0927,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Saintes-Maries-de-la-Mer,musee Baroncelli,6 avenue Theodore Aubanel,,13460,06 14 37 67 72,"43,45124","4,427775",1309601
M1094,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Marseille,musee d'art contemporain - galeries contemporaines,69 avenue d'Haïfa,,13008,04 91 25 01 07,"43,250815","5,389874",1320691
M7044,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Marseille,museum d'histoire naturelle,7 rue Edouard Stephan,"Palais Longchamp, aile droite",13004,04 91 14 59 50,"43,305143","5,394121",1320402
M7064,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Aix-en-Provence,museum d'histoire naturelle,7 allee des robiniers,Parc Saint Mitre,13090,04 88 71 81 81,"43,533792","5,423327",1300107
M0899,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Aix-en-Provence,musee Paul Arbaud,2A rue du Quatre-Septembre,,13100,04 42 38 38 95,"43,526201","5,449931",1300106
M0907,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,La Ciotat,musee ciotaden,1 quai Ganteaume,,13600,04 42 71 40 99,"43,173755","5,60973",1302801
M0911,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Maillane,musee Frederic Mistral,11 rue Lamartine,,13910,04 90 95 74 06,"43,831079","4,782653",1305201
M0915,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Marseille,musee Cantini,19 rue Grignan,,13006,04 91 54 77 75,"43,292383","5,378137",1320601
M0928,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Salon-de-Provence,musee de Salon et de la Crau,avenue Roger Donnadieu,,13300,04 90 56 28 37,"43,64095","5,104363",1310302
M0929,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Salon-de-Provence,musee de l'Emperi,,Chateau de l'Emperi,13300,04 90 56 22 36,"43,640227","5,096576",1310301
M1168,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Saint-Remy-de-Provence,musee Estrine,8 rue Lucien Estrine,Hotel Estrine,13210,04 90 92 34 72,"43,788801","4,832266",1310002
M1215,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Aix-en-Provence,Fondation Vasarely,"1, Avenue Marcel Pagnol",CS 50490,13096,04 42 20 01 09,"43,5212929153","5,4246447791",
M5002,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Marseille,musee des civilisations de l'Europe et de la mediterranee,Esplanade J4 - 7 promenade Robert Laffont,,13213,04 84 35 13 00,"43,2969049104","5,3610717693",1320201
M0894,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Aix-en-Provence,musee Granet,Place Saint-Jean-de-Malte,Palais de Malte,13100,04 42 52 88 30,"43,494315","5,410889",1300104
M0898,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Aix-en-Provence,musee du vieil Aix,17 rue Gaston de Saporta,Hotel d'Estienne de Saint-Jean,13100,04 42 91 89 78,"43,530857","5,447432",1300102
M0912,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Marseille,cabinet des monnaies et medailles,1 place Carli,Archives municipales,13001,04 91 55 33 75,"43,295789","5,383313",1305506
M0920,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Marseille,"musee des arts africains, oceaniens, amerindiens",2 rue de la Charite,Centre de la Vieille Charite,13002,04 91 14 58 38,"43,300172","5,367602",1305508
M0924,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Saint-Cannat,musee Suffren et du vieux Saint-Cannat,3 Avenue Pasteur,Espace Suffren,13760,04 42 57 36 03,"43,621602","5,295178",1309101
M0925,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Saint-Chamas,musee du vieux Saint-Chamas,Saint-Chamas,Montee des Penitents,13250,04 90 50 85 61,"43,554245","5,072251",1309201
M9003,Provence-Alpes-Cote-d'Azur,Bouches-du-Rhone,Aubagne / Puyloubier,musee de la Legion etrangere,Route de la Thuillere,Quartier Vienot,13400,04 42 18 10 96,"43,293538005","5,5537686246",1300501
M0866,Provence-Alpes-Cote-d'Azur,Hautes-Alpes,Gap,musee departemental des Hautes-Alpes,6 avenue Marechal Foch,,05000,04 86 15 30 70,"44,562625","6,085573",0506101
M0865,Provence-Alpes-Cote-d'Azur,Hautes-Alpes,Aiguilles,musee du vieux Queyras,S'adresser au musee departemental de Gap,,05470,04 92 51 01 58,"44,5624993921","6,0865776897",0500301
M0937,Provence-Alpes-Cote-d'Azur,Var,Hyeres,musee municipal,14 avenue Joseph Clotis,,83400,04 94 00 78 80,"43,119997","6,130519",8306901
M0940,Provence-Alpes-Cote-d'Azur,Var,Saint-Raphaël,musee archeologique,Parvis de la vieille l'egise rue des templiers,place de la Vieille Eglise,83700,04 94 19 25 75,"43,4259895783","6,7698812148",8311801
M0932,Provence-Alpes-Cote-d'Azur,Var,Brignoles,musee du pays brignolais,Place des Comtes de Provence,Palais des Comtes de Provence,83170,04 94 86 16 04,"43,404216","6,061427",8302301
M0936,Provence-Alpes-Cote-d'Azur,Var,Frejus,musee archeologique,Place Calvini,,83600,04 94 52 15 78,"43,433569","6,736721",8306101
M0938,Provence-Alpes-Cote-d'Azur,Var,La Garde,musee Jean Aicard,Avenue du 11 mai 1945,Villa «Les lauriers roses»,83000,04 94 14 33 78,"43,131242","5,931994",8306201
M9008,Provence-Alpes-Cote-d'Azur,Var,Frejus,musee des troupes de marine,Avenue des Troupes de Marine,Quartier Colonel Le Coq,83608,04 94 17 86 88,"43,4721015857","6,7214021725",8306102
M0933,Provence-Alpes-Cote-d'Azur,Var,Draguignan,musee des Beaux-Arts,9 rue de la Republique,,83300,04 98 10 26 85,"43,537982","6,464818",8305001
M0941,Provence-Alpes-Cote-d'Azur,Var,Saint-Tropez,musee de l'Annonciade,place Grammont,,83990,04 94 97 04 01,"43,270865","6,637291",8311901
M0943,Provence-Alpes-Cote-d'Azur,Var,Toulon,musee d'art de Toulon - M.A.T.,113 boulevard du Marechal Leclerc,,83000,04 94 36 81 00,"43,125971","5,927245",8313703
M1182,Provence-Alpes-Cote-d'Azur,Var,Frejus,musee d'archeologie gallo-romaine du Var,Place Calvini,,83600,3494521578,"43,4334734441","6,7364890135",
M0930,Provence-Alpes-Cote-d'Azur,Var,Aiguines,musee des tourneurs,rue Haute,,83630,04 94 70 20 89,"43,776017","6,243581",8300201
M0931,Provence-Alpes-Cote-d'Azur,Var,Bormes-les-Mimosas,musee des arts et d'histoire,103 rue Carnot,,83230,04 94 71 56 60,"43,150793","6,340584",8301901
M0942,Provence-Alpes-Cote-d'Azur,Var,Sollies-Ville,musee Jean Aicard,3 rue Marseillaise,,83210,04 94 33 72 02,"43,181724","6,039364",8313201
M7061,Provence-Alpes-Cote-d'Azur,Var,Toulon,museum d'histoire naturelle,"737, chemin du Jonquet",Jardin du Las,83200,04 83 95 44 20,"43,143305","5,910861",8313701
M9007,Provence-Alpes-Cote-d'Azur,Var,Draguignan,musee de l'artillerie,Quartier Bonaparte avenue de La Grande Armee,Ecole de l'Artillerie,83300,04 83 08 13 85,"43,529648","6,495058",8305004
M0934,Provence-Alpes-Cote-d'Azur,Var,Draguignan,musee de la societe d'etudes scientifiques et archeologiques,21 allee d'Azemar,,83300,,"43,536558","6,461588",8305002
M0935,Provence-Alpes-Cote-d'Azur,Var,Draguignan,musee des arts et traditions populaires de moyenne Provence,75 place georges brassens,,83300,04 94 47 05 72,"43,538282","6,463862",8305003
M0953,Provence-Alpes-Cote-d'Azur,Vaucluse,Cavaillon,musee Jouve,20 rue Chabran,,84300,04 90 72 26 86,"43,837324","5,038776",8403503
M0959,Provence-Alpes-Cote-d'Azur,Vaucluse,Orange,musee municipal,rue Madeleine Roch,Hotel,84100,04 90 51 17 60,"44,135887","4,807526",8408701
M0960,Provence-Alpes-Cote-d'Azur,Vaucluse,Sault,musee municipal,,,84390,04 90 64 02 30,"44,091143","5,408027",8412301
M0961,Provence-Alpes-Cote-d'Azur,Vaucluse,Vaison-la-Romaine,musee archeologique Theo Desplans,Place du chanoine Sautel,Site archeologique de Puymin,84110,04 90 36 06 25,"44,246355","5,072128",8413701
M0962,Provence-Alpes-Cote-d'Azur,Vaucluse,Valreas,musee du cartonnage et de l'imprimerie,3 avenue du Marechal Foch,,84600,04 90 35 58 75,"44,382664","4,987351",8413801
M0952,Provence-Alpes-Cote-d'Azur,Vaucluse,Cavaillon,musee de l'hotel-Dieu,Place Jean Bastide,,84300,04 90 76 63 05,"43,836985","5,037862",8403502
M0955,Provence-Alpes-Cote-d'Azur,Vaucluse,Cucuron,musee Marc Deydier,rue de l'Eglise,,84160,04 90 77 25 02,"43,772678","5,440606",8404201
M7021,Provence-Alpes-Cote-d'Azur,Vaucluse,Avignon,museum d'histoire naturelle Esprit Requien,67 rue Joseph Vernet,,84000,04 90 82 43 51,"43,946695","4,803397",8400701
M0946,Provence-Alpes-Cote-d'Azur,Vaucluse,Avignon,musee Calvet (et musee lapidaire),65 rue Joseph Vernet,,84000,04 90 86 33 84,"43,946985","4,803388",8400704
M0949,Provence-Alpes-Cote-d'Azur,Vaucluse,Carpentras,musees Comtadin et Duplessis,234 Boulevard Albert Durand,,84200,04 90 63 04 92,"44,0543","5,045479",8403103
M0956,Provence-Alpes-Cote-d'Azur,Vaucluse,Fontaine-de-Vaucluse,musee-bibliotheque Petrarque,Rive gauche de la Sorgue,,84800,04 90 20 53 44,"43,91753","5,056541",8413901
M0945,Provence-Alpes-Cote-d'Azur,Vaucluse,Apt,musee municipal d'archeologie,14 place du Postel,,84400,04 90 74 95 30,"43,875736","5,397687",8400301
M0950,Provence-Alpes-Cote-d'Azur,Vaucluse,Carpentras,musee lapidaire et archeologie,Rue des Saintes-Maries,,84200,04 90 63 04 92,"44,055939","5,046763",8403102
M0951,Provence-Alpes-Cote-d'Azur,Vaucluse,Carpentras,musee Sobirats,112 rue du College,Hotel,84200,04 90 63 04 92,"44,054477","5,046269",8403105
M0954,Provence-Alpes-Cote-d'Azur,Vaucluse,Cavaillon,synagogue musee juif comtadin,Rue Hebraïque,Synagogue,84300,04 90 71 21 06,"43,836842","5,038553",8403501
M0958,Provence-Alpes-Cote-d'Azur,Vaucluse,Mazan,musee municipal,rue Saint-Nazaire,,84380,04 90 69 75 01,"44,056743","5,12788",8407201
M0947,Provence-Alpes-Cote-d'Azur,Vaucluse,Avignon,musee du Petit Palais,Place du Palais des Papes,,84000,04 90 86 44 58,"43,951088","4,806317",8400702
M0957,Provence-Alpes-Cote-d'Azur,Vaucluse,Lourmarin,musee Philippe de Girard,S'adresser a la mairie,,84160,,"43,763168093","5,3636267093",8406801
M1180,Provence-Alpes-Cote-d'Azur,Vaucluse,Fontaine-de-Vaucluse,musee Jean Garcin 39-45 : l'appel de la liberte,Chemin du gouffre,,84800,04 90 20 24 00,"43,922626","5,127397",8413902
M1061,Territoires et departements d'outre-mer,Guadeloupe,Pointe-a-Pitre,musee Schoelcher,24 rue Peynier,,97110,00 590 82 08 04,"16,237697","-61,537737",9712002
M1062,Territoires et departements d'outre-mer,Guadeloupe,Pointe-a-Pitre,musee Saint-John-Perse,9 rue de Nozieres,,97110,00 590 105178,"16,236416","-61,535945",9712001
M7056,Territoires et departements d'outre-mer,Guadeloupe,Pointe-a-Pitre,musee l'Herminier,s'adresser a l'office du tourisme,,97163,0 590 82 09 30,"16,2385073028","-61,5367270814",9712003
M1060,Territoires et departements d'outre-mer,Guadeloupe,Le Moule,musee precolombien Edgar Clerc,,Parc de la Rosette,97136,00 590 23 57 57,"15,850088","-61,646677",9711701
M1059,Territoires et departements d'outre-mer,Guadeloupe,Grand-Bourg,ecomusee de Marie-Galante,Section Murat,Habitation Murat,97112,05 90 97 48 68,"15,876666","-61,298004",9711201
M1063,Territoires et departements d'outre-mer,Guyane,Cayenne,musee departemental Alexandre Franconie,1 Avenue du General-de-Gaulle,,97300,0 594 30 89 31,"4,938177","-52,334359",9730201
M1064,Territoires et departements d'outre-mer,Guyane,Cayenne,musee des arts et traditions populaires de la Guyane,78 rue Madame Paye,,97300,05 94 31 41 72,"4,94156","-52,32837",9730901
